ExtendedSessionID,ResponseID,UserID,Review_gender,Review_age,Review_ageBracket,Review_income,Review_ContinuousIncome,IncomeBracketSmall,Review_education,Review_educationBracket,Review_political,Review_religious,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,gpt35turbo0125_wp_Saved,gpt4o_wp_Saved,gpt4turbo_wp_Saved,weights
-1952324334_4932217644514723.0,mci2HzKedwzsjCLbY,4932217644514720,Woman,47,45-54,15000,20000,"$5,001-
$25,000",college,Some college,0,84,9,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,5,0,0,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,NA,NA,3.125
-1952324334_4932217644514723.0,qLbHsWXCEgcwMnjXM,4932217644514720,Woman,47,45-54,15000,20000,"$5,001-
$25,000",college,Some college,0,84,6,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,2,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,NA,NA,6.510416666666667
-1952324334_4932217644514723.0,qLbHsWXCEgcwMnjXM,4932217644514720,Woman,47,45-54,15000,20000,"$5,001-
$25,000",college,Some college,0,84,6,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1,2,0,0,Desktop,1,0,USA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,3.125
-1952324334_4932217644514723.0,qmYmeSy8aEkQXTc59,4932217644514720,Woman,47,45-54,15000,20000,"$5,001-
$25,000",college,Some college,0,84,2,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,1,0,USA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,5
-1952324334_4932217644514723.0,qmYmeSy8aEkQXTc59,4932217644514720,Woman,47,45-54,15000,20000,"$5,001-
$25,000",college,Some college,0,84,2,1,0,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,1,1,Desktop,1,1,USA,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,NA,NA,10.416666666666666
-1951991198_7880038492131274.0,2ywPbicNSCvLcAPiz,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,7,0,0,0,2,Male,Gender,Gender,Male,Female,1,2,0,0,Desktop,1,1,USA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,9.765625
-1951991198_7880038492131274.0,2ywPbicNSCvLcAPiz,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,7,1,0,1,0,Female,Gender,Gender,Male,Female,1,2,0,1,Desktop,1,0,USA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3.125
-1951991198_7880038492131274.0,3G2r7Sdwp4J2pM42g,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,2,0,1,0,2,Old,Age,Age,Young,Old,0,1,0,0,Desktop,1,0,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,6.510416666666667
-1951991198_7880038492131274.0,3G2r7Sdwp4J2pM42g,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,2,1,1,0,1,Young,Age,Age,Young,Old,0,1,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-1951991198_7880038492131274.0,4CkPn2epY8DzZ4vEP,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,3,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,NA,NA,15.625
-1951991198_7880038492131274.0,4CkPn2epY8DzZ4vEP,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,3,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,2,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,3.125
-1951991198_7880038492131274.0,56jk5xymnG6cJTqFJ,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,5,0,0,0,0,Rand,Random,Random,NA,NA,NA,4,1,1,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,NA,NA,6.510416666666667
-1951991198_7880038492131274.0,56jk5xymnG6cJTqFJ,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,5,1,0,1,0,Rand,Random,Random,NA,NA,NA,3,1,0,Desktop,1,0,USA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,3.125
-1951991198_7880038492131274.0,7Nf5bTy3wp47gkkar,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,8,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,1,0,USA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-1951991198_7880038492131274.0,7Nf5bTy3wp47gkkar,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,8,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,2,1,Desktop,1,1,USA,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-1951991198_7880038492131274.0,BS722b72MFEZRhTx2,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,6,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,6.510416666666667
-1951991198_7880038492131274.0,BS722b72MFEZRhTx2,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,6,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,3.125
-1951991198_7880038492131274.0,FaEp7WosgtAGKymYk,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,10,0,0,0,0,Old,Age,Age,Young,Old,0,5,0,1,Desktop,1,1,USA,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,6.510416666666667
-1951991198_7880038492131274.0,FaEp7WosgtAGKymYk,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,10,1,0,1,0,Young,Age,Age,Young,Old,0,5,0,0,Desktop,1,0,USA,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3.125
-1951991198_7880038492131274.0,GYRiCpqt33NoSvLMm,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,11,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,4.340277777777778
-1951991198_7880038492131274.0,GYRiCpqt33NoSvLMm,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,11,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,4,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,NA,NA,4.340277777777778
-1951991198_7880038492131274.0,QBuzMB3kcSfeFfycT,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,1,0,1,0,1,Male,Gender,Gender,Male,Female,1,3,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,NA,NA,10.416666666666666
-1951991198_7880038492131274.0,QBuzMB3kcSfeFfycT,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,1,1,1,0,2,Female,Gender,Gender,Male,Female,1,3,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,NA,10.416666666666666
-1951991198_7880038492131274.0,sWirTq6gf8WYJbvsF,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,12,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,1,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-1951991198_7880038492131274.0,sWirTq6gf8WYJbvsF,7880038492131270,Man,22,15-24,under5000,2500,"$0-$5,000",college,Some college,74,0,12,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0,1,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,6.510416666666667
-1950588251_3103576599529078.0,2vtfrEjtHwSnqxDCG,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,7,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,1,USA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,NA,6.510416666666667
-1950588251_3103576599529078.0,2vtfrEjtHwSnqxDCG,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,7,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1,2,3,0,Desktop,0,0,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-1950588251_3103576599529078.0,AdzGopC6jymPmqouG,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,9,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0,4,0,1,Desktop,1,0,USA,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,9.765625
-1950588251_3103576599529078.0,AdzGopC6jymPmqouG,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,9,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,NA,NA,3.125
-1950588251_3103576599529078.0,JXJ7xtNF6Z2FmhSQa,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,6,0,0,1,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,1,USA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,5
-1950588251_3103576599529078.0,JXJ7xtNF6Z2FmhSQa,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,6,1,0,0,2,Young,Age,Age,Young,Old,0,2,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,15.625
-1950588251_3103576599529078.0,KpA5mofwNwFDhvsom,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,3,0,0,1,0,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,1,1,USA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,NA,NA,5
-1950588251_3103576599529078.0,KpA5mofwNwFDhvsom,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,3,1,0,0,0,Female,Gender,Gender,Male,Female,1,4,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,NA,NA,10.416666666666666
-1950588251_3103576599529078.0,ZTS8iqRXoxkAcxQuS,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,8,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Desktop,1,1,USA,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,4.340277777777778
-1950588251_3103576599529078.0,ZTS8iqRXoxkAcxQuS,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,8,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1,5,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,NA,NA,4.340277777777778
-1950588251_3103576599529078.0,dMR7Hd4tkSDztqSaq,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,2,0,0,1,0,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,1,1,USA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,5
-1950588251_3103576599529078.0,dMR7Hd4tkSDztqSaq,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,2,1,0,0,0,Female,Gender,Gender,Male,Female,1,3,0,1,Desktop,1,0,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,10.416666666666666
-1950588251_3103576599529078.0,j2G298Fkww6Yq59FB,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,12,0,1,0,1,Young,Age,Age,Young,Old,1,2,0,1,Desktop,1,1,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,10.416666666666666
-1950588251_3103576599529078.0,j2G298Fkww6Yq59FB,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,12,1,1,0,2,Old,Age,Age,Young,Old,1,2,0,0,Desktop,1,0,USA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,10.416666666666666
-1950588251_3103576599529078.0,n66kFokhxPS9opn8Q,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,1,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,15.625
-1950588251_3103576599529078.0,n66kFokhxPS9opn8Q,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,1,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0,5,4,1,Desktop,1,0,USA,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,NA,NA,3.125
-1950588251_3103576599529078.0,oJ4npE9i5vcp8o2vn,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,13,0,0,0,2,Rand,Random,Random,NA,NA,NA,3,1,1,Desktop,1,1,USA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,9.765625
-1950588251_3103576599529078.0,oJ4npE9i5vcp8o2vn,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,13,1,0,1,0,Rand,Random,Random,NA,NA,NA,2,1,0,Desktop,0,0,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3.125
-1950588251_3103576599529078.0,uHkuRXiFQW3K2Kwg4,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,4,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,NA,NA,5
-1950588251_3103576599529078.0,uHkuRXiFQW3K2Kwg4,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,4,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0,4,0,1,Desktop,1,0,USA,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,NA,NA,10.416666666666666
-1950588251_3103576599529078.0,zh49tDD9W6bjWSkXy,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,10,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,1,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,NA,NA,10.416666666666666
-1950588251_3103576599529078.0,zh49tDD9W6bjWSkXy,3103576599529080,Woman,60,55-64,25000,30000,"$25,001-
$50,000",high,High school,0,50,10,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,1,0,USA,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,10.416666666666666
-1948162605_9612980193646814.0,2HoQcxEu9Xe3QST7f,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,12,0,1,0,0,Female,Gender,Gender,Male,Female,0,4,0,0,Mobile,0,1,USA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,4.340277777777778
-1948162605_9612980193646814.0,2HoQcxEu9Xe3QST7f,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,12,1,1,0,0,Male,Gender,Gender,Male,Female,0,4,0,1,Mobile,0,0,USA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,NA,NA,4.340277777777778
-1948162605_9612980193646814.0,9SjEwWKAWvscgwY8g,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,8,0,1,0,2,Female,Gender,Gender,Male,Female,0,5,0,1,Mobile,0,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,NA,NA,6.510416666666667
-1948162605_9612980193646814.0,9SjEwWKAWvscgwY8g,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,8,1,1,0,1,Male,Gender,Gender,Male,Female,0,5,0,0,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,NA,NA,6.510416666666667
-1948162605_9612980193646814.0,9XX7SSdKNbeTgbSSg,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,1,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Mobile,0,1,USA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,4.340277777777778
-1948162605_9612980193646814.0,9XX7SSdKNbeTgbSSg,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,1,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,1,1,Mobile,0,0,USA,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,4.340277777777778
-1948162605_9612980193646814.0,AEcpS2RBSKoDsL7Zk,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,9,0,0,1,0,Young,Age,Age,Young,Old,1,1,0,1,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5
-1948162605_9612980193646814.0,AEcpS2RBSKoDsL7Zk,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,9,1,0,0,0,Old,Age,Age,Young,Old,1,1,0,0,Mobile,0,0,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,10.416666666666666
-1948162605_9612980193646814.0,LWDhDvSieWNBXzEbF,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,7,0,0,0,1,Young,Age,Age,Young,Old,1,2,0,0,Mobile,0,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,15.625
-1948162605_9612980193646814.0,LWDhDvSieWNBXzEbF,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,7,1,0,1,0,Old,Age,Age,Young,Old,1,2,0,1,Mobile,0,1,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,3.125
-1948162605_9612980193646814.0,PxkXZczDXjLoNAXcx,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,2,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,5,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,NA,NA,4.340277777777778
-1948162605_9612980193646814.0,PxkXZczDXjLoNAXcx,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,2,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1,5,0,1,Mobile,0,0,USA,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-1948162605_9612980193646814.0,WtwWsqLzsd8Yc6g8T,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,4,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Mobile,0,0,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,6.510416666666667
-1948162605_9612980193646814.0,WtwWsqLzsd8Yc6g8T,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,4,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,1,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,3.125
-1948162605_9612980193646814.0,ctAvZs9BR9h5uWaP2,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,11,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0,5,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,NA,NA,9.765625
-1948162605_9612980193646814.0,ctAvZs9BR9h5uWaP2,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,11,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0,5,0,1,Mobile,0,0,USA,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,NA,NA,3.125
-1948162605_9612980193646814.0,jpg4spipf7Jx6b9u8,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,3,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-1948162605_9612980193646814.0,jpg4spipf7Jx6b9u8,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,3,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0,5,4,1,Mobile,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,NA,NA,3.125
-1948162605_9612980193646814.0,rTJMHmfZX3pdapG8B,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,6,0,0,1,0,Rand,Random,Random,NA,NA,NA,5,2,1,Mobile,0,1,USA,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,NA,NA,5
-1948162605_9612980193646814.0,rTJMHmfZX3pdapG8B,9612980193646810,Man,25,25-34,35000,42500,"$25,001-
$50,000",high,High school,50,50,6,1,0,0,2,Rand,Random,Random,NA,NA,NA,3,2,0,Mobile,0,0,USA,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,15.625
-1944797152_9869171729966834.0,3mabYSNudAFhiS3pj,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,10,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,4,0,1,Desktop,0,1,USA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-1944797152_9869171729966834.0,3mabYSNudAFhiS3pj,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,10,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,4,0,0,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,NA,NA,3.125
-1944797152_9869171729966834.0,5LpDr6ASKpBtrSogx,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,13,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Desktop,1,1,USA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-1944797152_9869171729966834.0,5LpDr6ASKpBtrSogx,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,13,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,3,1,Desktop,1,0,USA,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,NA,NA,4.340277777777778
-1944797152_9869171729966834.0,6o3RnBNx5NdWsrbLx,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,2,0,1,0,0,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,1,1,USA,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-1944797152_9869171729966834.0,6o3RnBNx5NdWsrbLx,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,2,1,1,0,0,Female,Gender,Gender,Male,Female,1,3,0,1,Desktop,0,0,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-1944797152_9869171729966834.0,FZWX6vmrYJzHeWqGe,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,6,0,0,1,0,Female,Gender,Gender,Male,Female,0,2,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,5
-1944797152_9869171729966834.0,FZWX6vmrYJzHeWqGe,9869171729966840,Man,55,55-64,above100000,150000,"More than
$100,001",graduate,Postgraduate,100,67,6,1,0,0,2,Male,Gender,Gender,Male,Female,0,2,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,NA,NA,15.625
